date,buys,total,officer_buys,officer_total,buy_share,officer_buy_share
2021-11-04,0,3,0.0,3.0,0.0,0.0
2021-11-08,1,2,1.0,2.0,0.5,0.5
2021-11-09,1,1,1.0,1.0,1.0,1.0
2021-11-10,0,1,0.0,1.0,0.0,0.0
2021-11-15,4,7,4.0,7.0,0.5714285714285714,0.5714285714285714
2021-11-16,1,2,1.0,2.0,0.5,0.5
2021-11-17,0,2,0.0,1.0,0.0,0.0
2021-11-18,0,2,0.0,2.0,0.0,0.0
2021-11-22,0,9,0.0,8.0,0.0,0.0
2021-11-23,1,10,1.0,10.0,0.1,0.1
2021-11-24,1,22,0.0,21.0,0.045454545454545456,0.0
2021-11-26,1,7,1.0,7.0,0.14285714285714285,0.14285714285714285
2021-11-29,1,27,0.0,25.0,0.037037037037037035,0.0
2021-11-30,3,26,3.0,26.0,0.11538461538461539,0.11538461538461539
2021-12-01,3,11,1.0,9.0,0.2727272727272727,0.1111111111111111
2021-12-02,2,28,2.0,28.0,0.07142857142857142,0.07142857142857142
2021-12-03,0,6,0.0,6.0,0.0,0.0
2021-12-06,0,13,0.0,13.0,0.0,0.0
2021-12-07,0,12,0.0,12.0,0.0,0.0
2021-12-08,0,23,0.0,23.0,0.0,0.0
2021-12-09,1,1,1.0,1.0,1.0,1.0
2021-12-10,11,13,3.0,5.0,0.8461538461538461,0.6
2021-12-13,3,3,,,1.0,
2021-12-14,1,1,1.0,1.0,1.0,1.0
2021-12-15,3,3,3.0,3.0,1.0,1.0
2021-12-16,1,2,1.0,2.0,0.5,0.5
2021-12-17,3,6,3.0,4.0,0.5,0.75
2021-12-20,1,3,1.0,2.0,0.3333333333333333,0.5
2021-12-21,0,3,,,0.0,
2021-12-23,0,1,,,0.0,
2021-12-28,4,4,4.0,4.0,1.0,1.0
2021-12-29,4,4,4.0,4.0,1.0,1.0
2021-12-30,0,1,,,0.0,
2021-12-31,2,2,2.0,2.0,1.0,1.0
2022-01-03,0,2,0.0,1.0,0.0,0.0
2022-01-04,2,3,2.0,2.0,0.6666666666666666,1.0
2022-01-05,3,5,1.0,2.0,0.6,0.5
2022-01-06,3,5,3.0,3.0,0.6,1.0
2022-01-07,1,1,1.0,1.0,1.0,1.0
2022-01-10,2,2,1.0,1.0,1.0,1.0
2022-01-11,2,2,2.0,2.0,1.0,1.0
2022-01-12,2,4,2.0,3.0,0.5,0.6666666666666666
2022-01-13,3,4,3.0,3.0,0.75,1.0
2022-01-14,2,2,2.0,2.0,1.0,1.0
2022-01-17,0,1,0.0,1.0,0.0,0.0
2022-01-18,5,5,5.0,5.0,1.0,1.0
2022-01-19,8,8,8.0,8.0,1.0,1.0
2022-01-20,3,3,3.0,3.0,1.0,1.0
2022-01-23,0,1,0.0,1.0,0.0,0.0
2022-01-25,1,1,1.0,1.0,1.0,1.0
2022-01-26,1,1,1.0,1.0,1.0,1.0
2022-01-27,1,2,1.0,2.0,0.5,0.5
2022-01-28,1,4,0.0,2.0,0.25,0.0
2022-01-31,1,1,1.0,1.0,1.0,1.0
2022-02-01,4,4,4.0,4.0,1.0,1.0
2022-02-03,2,5,1.0,3.0,0.4,0.3333333333333333
2022-02-04,12,14,,,0.8571428571428571,
2022-02-06,2,2,2.0,2.0,1.0,1.0
2022-02-07,1,1,1.0,1.0,1.0,1.0
2022-02-08,1,1,1.0,1.0,1.0,1.0
2022-02-09,2,4,1.0,2.0,0.5,0.5
2022-02-10,1,2,1.0,1.0,0.5,1.0
2022-02-11,3,5,3.0,4.0,0.6,0.75
2022-02-13,2,2,1.0,1.0,1.0,1.0
2022-02-14,3,3,2.0,2.0,1.0,1.0
2022-02-15,3,3,1.0,1.0,1.0,1.0
2022-02-16,3,5,2.0,4.0,0.6,0.5
2022-02-17,1,2,1.0,2.0,0.5,0.5
2022-02-18,1,1,1.0,1.0,1.0,1.0
2022-02-22,1,2,1.0,2.0,0.5,0.5
2022-02-23,1,3,1.0,3.0,0.3333333333333333,0.3333333333333333
2022-02-24,3,3,2.0,2.0,1.0,1.0
2022-02-25,3,4,3.0,4.0,0.75,0.75
2022-02-27,1,1,,,1.0,
2022-02-28,9,9,7.0,7.0,1.0,1.0
2022-03-01,2,4,1.0,3.0,0.5,0.3333333333333333
2022-03-02,1,1,1.0,1.0,1.0,1.0
2022-03-04,4,5,4.0,5.0,0.8,0.8
2022-03-08,3,5,3.0,4.0,0.6,0.75
2022-03-09,2,4,2.0,2.0,0.5,1.0
2022-03-10,1,1,,,1.0,
2022-03-11,1,3,1.0,2.0,0.3333333333333333,0.5
2022-03-14,7,9,7.0,8.0,0.7777777777777778,0.875
2022-03-15,8,12,7.0,9.0,0.6666666666666666,0.7777777777777778
2022-03-16,4,6,4.0,6.0,0.6666666666666666,0.6666666666666666
2022-03-17,3,10,3.0,9.0,0.3,0.3333333333333333
2022-03-18,3,7,3.0,6.0,0.42857142857142855,0.5
2022-03-21,1,2,0.0,1.0,0.5,0.0
2022-03-22,1,2,0.0,1.0,0.5,0.0
2022-03-23,1,4,1.0,4.0,0.25,0.25
2022-03-24,2,4,1.0,3.0,0.5,0.3333333333333333
2022-03-25,4,5,4.0,5.0,0.8,0.8
2022-03-27,0,1,0.0,1.0,0.0,0.0
2022-03-28,0,3,0.0,3.0,0.0,0.0
2022-03-29,4,9,2.0,7.0,0.4444444444444444,0.2857142857142857
2022-03-30,8,9,6.0,7.0,0.8888888888888888,0.8571428571428571
2022-03-31,19,21,15.0,16.0,0.9047619047619048,0.9375
2022-04-01,9,13,5.0,8.0,0.6923076923076923,0.625
2022-04-03,0,2,0.0,1.0,0.0,0.0
2022-04-04,3,3,1.0,1.0,1.0,1.0
2022-04-05,3,3,2.0,2.0,1.0,1.0
2022-04-06,4,4,,,1.0,
2022-04-07,6,6,5.0,5.0,1.0,1.0
2022-04-08,1,1,,,1.0,
2022-04-11,4,4,,,1.0,
2022-04-12,4,5,1.0,2.0,0.8,0.5
2022-04-13,2,2,1.0,1.0,1.0,1.0
2022-04-14,2,4,1.0,2.0,0.5,0.5
2022-04-18,3,5,2.0,4.0,0.6,0.5
2022-04-19,2,3,1.0,2.0,0.6666666666666666,0.5
2022-04-20,0,3,0.0,2.0,0.0,0.0
2022-04-21,2,3,2.0,3.0,0.6666666666666666,0.6666666666666666
2022-04-22,2,4,1.0,3.0,0.5,0.3333333333333333
2022-04-25,4,7,3.0,6.0,0.5714285714285714,0.5
2022-04-26,6,11,1.0,3.0,0.5454545454545454,0.3333333333333333
2022-04-27,2,4,0.0,1.0,0.5,0.0
2022-04-28,3,4,2.0,3.0,0.75,0.6666666666666666
2022-04-29,3,4,2.0,2.0,0.75,1.0
2022-05-02,4,4,3.0,3.0,1.0,1.0
2022-05-04,2,4,2.0,3.0,0.5,0.6666666666666666
2022-05-05,2,3,1.0,2.0,0.6666666666666666,0.5
2022-05-06,2,3,2.0,3.0,0.6666666666666666,0.6666666666666666
2022-05-09,2,4,1.0,2.0,0.5,0.5
2022-05-10,2,6,1.0,4.0,0.3333333333333333,0.25
2022-05-11,5,8,4.0,6.0,0.625,0.6666666666666666
2022-05-12,0,1,0.0,1.0,0.0,0.0
2022-05-13,6,9,5.0,7.0,0.6666666666666666,0.7142857142857143
2022-05-15,1,1,1.0,1.0,1.0,1.0
2022-05-16,5,7,3.0,5.0,0.7142857142857143,0.6
2022-05-17,4,5,3.0,4.0,0.8,0.75
2022-05-18,5,7,5.0,7.0,0.7142857142857143,0.7142857142857143
2022-05-19,2,3,2.0,3.0,0.6666666666666666,0.6666666666666666
2022-05-20,0,1,0.0,1.0,0.0,0.0
2022-05-23,3,7,3.0,5.0,0.42857142857142855,0.6
2022-05-24,2,3,0.0,1.0,0.6666666666666666,0.0
2022-05-25,0,5,0.0,4.0,0.0,0.0
2022-05-26,2,6,2.0,5.0,0.3333333333333333,0.4
2022-05-27,6,11,5.0,9.0,0.5454545454545454,0.5555555555555556
2022-05-30,0,1,0.0,1.0,0.0,0.0
2022-05-31,5,6,5.0,6.0,0.8333333333333334,0.8333333333333334
2022-06-01,3,5,2.0,4.0,0.6,0.5
2022-06-02,5,8,4.0,5.0,0.625,0.8
2022-06-03,2,9,1.0,6.0,0.2222222222222222,0.16666666666666666
2022-06-06,7,12,5.0,10.0,0.5833333333333334,0.5
2022-06-07,2,5,0.0,2.0,0.4,0.0
2022-06-08,2,3,1.0,2.0,0.6666666666666666,0.5
2022-06-09,5,8,4.0,7.0,0.625,0.5714285714285714
2022-06-10,3,6,2.0,5.0,0.5,0.4
2022-06-13,1,1,1.0,1.0,1.0,1.0
2022-06-14,5,8,5.0,8.0,0.625,0.625
2022-06-15,6,7,5.0,6.0,0.8571428571428571,0.8333333333333334
2022-06-16,9,11,8.0,9.0,0.8181818181818182,0.8888888888888888
2022-06-17,10,15,6.0,9.0,0.6666666666666666,0.6666666666666666
2022-06-21,3,4,3.0,4.0,0.75,0.75
2022-06-22,2,2,,,1.0,
2022-06-23,4,4,2.0,2.0,1.0,1.0
2022-06-24,7,8,5.0,6.0,0.875,0.8333333333333334
2022-06-25,0,1,0.0,1.0,0.0,0.0
2022-06-27,2,29,1.0,1.0,0.06896551724137931,1.0
2022-06-28,1,2,1.0,2.0,0.5,0.5
2022-06-29,6,6,5.0,5.0,1.0,1.0
2022-06-30,14,14,13.0,13.0,1.0,1.0
2022-07-01,10,15,9.0,14.0,0.6666666666666666,0.6428571428571429
2022-07-05,3,10,2.0,5.0,0.3,0.4
2022-07-06,3,5,2.0,3.0,0.6,0.6666666666666666
2022-07-07,3,3,2.0,2.0,1.0,1.0
2022-07-08,2,3,0.0,1.0,0.6666666666666666,0.0
2022-07-11,1,30,0.0,11.0,0.03333333333333333,0.0
2022-07-13,0,1,0.0,1.0,0.0,0.0
2022-07-14,3,5,1.0,3.0,0.6,0.3333333333333333
2022-07-15,3,5,2.0,4.0,0.6,0.5
2022-07-18,3,4,2.0,3.0,0.75,0.6666666666666666
2022-07-19,2,3,0.0,1.0,0.6666666666666666,0.0
2022-07-20,1,7,0.0,1.0,0.14285714285714285,0.0
2022-07-21,1,3,0.0,1.0,0.3333333333333333,0.0
2022-07-22,4,6,3.0,5.0,0.6666666666666666,0.6
2022-07-25,0,3,0.0,3.0,0.0,0.0
2022-07-26,4,8,3.0,6.0,0.5,0.5
2022-07-27,2,5,1.0,2.0,0.4,0.5
2022-07-28,3,6,2.0,5.0,0.5,0.4
2022-07-29,5,9,2.0,6.0,0.5555555555555556,0.3333333333333333
2022-08-01,7,14,6.0,11.0,0.5,0.5454545454545454
2022-08-02,3,8,2.0,5.0,0.375,0.4
2022-08-03,1,3,1.0,2.0,0.3333333333333333,0.5
2022-08-04,3,7,1.0,5.0,0.42857142857142855,0.2
2022-08-05,2,4,1.0,3.0,0.5,0.3333333333333333
2022-08-08,1,13,0.0,11.0,0.07692307692307693,0.0
2022-08-09,7,11,3.0,6.0,0.6363636363636364,0.5
2022-08-10,6,11,2.0,4.0,0.5454545454545454,0.5
2022-08-11,4,9,1.0,3.0,0.4444444444444444,0.3333333333333333
2022-08-12,6,18,2.0,6.0,0.3333333333333333,0.3333333333333333
2022-08-15,9,14,6.0,10.0,0.6428571428571429,0.6
2022-08-16,10,15,7.0,8.0,0.6666666666666666,0.875
2022-08-17,6,12,6.0,12.0,0.5,0.5
2022-08-18,3,6,3.0,4.0,0.5,0.75
2022-08-19,3,6,1.0,3.0,0.5,0.3333333333333333
2022-08-22,3,17,0.0,3.0,0.17647058823529413,0.0
2022-08-23,5,21,2.0,4.0,0.23809523809523808,0.5
2022-08-24,6,18,4.0,7.0,0.3333333333333333,0.5714285714285714
2022-08-25,1,4,1.0,1.0,0.25,1.0
2022-08-26,5,38,4.0,5.0,0.13157894736842105,0.8
2022-08-29,1,7,,,0.14285714285714285,
2022-08-30,6,8,5.0,7.0,0.75,0.7142857142857143
2022-08-31,8,12,5.0,7.0,0.6666666666666666,0.7142857142857143
2022-09-01,10,13,6.0,9.0,0.7692307692307693,0.6666666666666666
2022-09-02,17,20,10.0,12.0,0.85,0.8333333333333334
2022-09-06,3,8,2.0,5.0,0.375,0.4
2022-09-07,8,9,6.0,7.0,0.8888888888888888,0.8571428571428571
2022-09-08,5,8,3.0,6.0,0.625,0.5
2022-09-09,2,3,0.0,1.0,0.6666666666666666,0.0
2022-09-12,4,8,2.0,6.0,0.5,0.3333333333333333
2022-09-13,7,9,6.0,7.0,0.7777777777777778,0.8571428571428571
2022-09-14,4,6,3.0,5.0,0.6666666666666666,0.6
2022-09-15,11,12,7.0,8.0,0.9166666666666666,0.875
2022-09-16,15,24,12.0,17.0,0.625,0.7058823529411765
2022-09-19,6,14,4.0,11.0,0.42857142857142855,0.36363636363636365
2022-09-20,5,6,3.0,4.0,0.8333333333333334,0.75
2022-09-21,7,8,2.0,3.0,0.875,0.6666666666666666
2022-09-22,4,9,2.0,4.0,0.4444444444444444,0.5
2022-09-23,12,15,6.0,8.0,0.8,0.75
2022-09-26,12,15,6.0,8.0,0.8,0.75
2022-09-27,3,6,0.0,3.0,0.5,0.0
2022-09-28,9,17,3.0,6.0,0.5294117647058824,0.5
2022-09-29,18,20,10.0,12.0,0.9,0.8333333333333334
2022-09-30,28,34,25.0,28.0,0.8235294117647058,0.8928571428571429
2022-10-03,6,19,5.0,17.0,0.3157894736842105,0.29411764705882354
2022-10-04,1,5,1.0,3.0,0.2,0.3333333333333333
2022-10-05,1,3,0.0,1.0,0.3333333333333333,0.0
2022-10-06,6,10,3.0,4.0,0.6,0.75
2022-10-07,9,11,3.0,4.0,0.8181818181818182,0.75
2022-10-09,1,1,1.0,1.0,1.0,1.0
2022-10-10,22,23,12.0,13.0,0.9565217391304348,0.9230769230769231
2022-10-11,7,13,1.0,3.0,0.5384615384615384,0.3333333333333333
2022-10-12,6,9,0.0,2.0,0.6666666666666666,0.0
2022-10-13,3,6,1.0,2.0,0.5,0.5
2022-10-14,13,15,4.0,5.0,0.8666666666666667,0.8
2022-10-17,3,9,0.0,3.0,0.3333333333333333,0.0
2022-10-18,4,7,2.0,4.0,0.5714285714285714,0.5
2022-10-19,2,4,0.0,1.0,0.5,0.0
2022-10-20,5,7,1.0,1.0,0.7142857142857143,1.0
2022-10-21,5,10,0.0,3.0,0.5,0.0
2022-10-24,2,8,0.0,4.0,0.25,0.0
2022-10-25,3,8,3.0,6.0,0.375,0.5
2022-10-26,6,10,3.0,4.0,0.6,0.75
2022-10-27,3,6,1.0,1.0,0.5,1.0
2022-10-28,3,7,2.0,3.0,0.42857142857142855,0.6666666666666666
2022-10-31,6,12,2.0,5.0,0.5,0.4
2022-11-01,17,25,14.0,19.0,0.68,0.7368421052631579
2022-11-02,2,6,0.0,1.0,0.3333333333333333,0.0
2022-11-03,5,8,3.0,4.0,0.625,0.75
2022-11-04,1,11,0.0,6.0,0.09090909090909091,0.0
2022-11-07,3,6,3.0,3.0,0.5,1.0
2022-11-08,3,8,3.0,5.0,0.375,0.6
2022-11-09,6,11,5.0,6.0,0.5454545454545454,0.8333333333333334
2022-11-10,3,6,2.0,2.0,0.5,1.0
2022-11-11,1,6,1.0,2.0,0.16666666666666666,0.5
2022-11-14,2,8,0.0,2.0,0.25,0.0
2022-11-15,4,12,2.0,7.0,0.3333333333333333,0.2857142857142857
2022-11-16,2,9,0.0,5.0,0.2222222222222222,0.0
2022-11-17,2,10,1.0,6.0,0.2,0.16666666666666666
2022-11-18,2,10,1.0,5.0,0.2,0.2
2022-11-20,0,1,0.0,1.0,0.0,0.0
2022-11-21,4,13,0.0,5.0,0.3076923076923077,0.0
2022-11-22,8,23,4.0,9.0,0.34782608695652173,0.4444444444444444
2022-11-23,8,11,6.0,7.0,0.7272727272727273,0.8571428571428571
2022-11-24,0,4,0.0,4.0,0.0,0.0
2022-11-25,5,10,3.0,4.0,0.5,0.75
2022-11-28,21,29,4.0,7.0,0.7241379310344828,0.5714285714285714
2022-11-29,9,19,4.0,5.0,0.47368421052631576,0.8
2022-11-30,29,34,13.0,13.0,0.8529411764705882,1.0
2022-12-01,12,27,6.0,14.0,0.4444444444444444,0.42857142857142855
2022-12-02,9,18,5.0,8.0,0.5,0.625
2022-12-05,6,17,5.0,9.0,0.35294117647058826,0.5555555555555556
2022-12-06,15,27,10.0,17.0,0.5555555555555556,0.5882352941176471
2022-12-07,10,19,6.0,9.0,0.5263157894736842,0.6666666666666666
2022-12-08,13,27,6.0,15.0,0.48148148148148145,0.4
2022-12-09,9,19,4.0,9.0,0.47368421052631576,0.4444444444444444
2022-12-12,9,17,7.0,12.0,0.5294117647058824,0.5833333333333334
2022-12-13,8,13,5.0,8.0,0.6153846153846154,0.625
2022-12-14,8,17,6.0,13.0,0.47058823529411764,0.46153846153846156
2022-12-15,10,18,7.0,14.0,0.5555555555555556,0.5
2022-12-16,8,15,7.0,11.0,0.5333333333333333,0.6363636363636364
2022-12-19,8,17,3.0,11.0,0.47058823529411764,0.2727272727272727
2022-12-20,7,12,2.0,6.0,0.5833333333333334,0.3333333333333333
2022-12-21,14,23,6.0,14.0,0.6086956521739131,0.42857142857142855
2022-12-22,5,13,1.0,8.0,0.38461538461538464,0.125
2022-12-23,6,13,1.0,7.0,0.46153846153846156,0.14285714285714285
2022-12-25,0,2,0.0,2.0,0.0,0.0
2022-12-27,14,23,8.0,16.0,0.6086956521739131,0.5
2022-12-28,17,20,10.0,12.0,0.85,0.8333333333333334
2022-12-29,46,120,24.0,87.0,0.38333333333333336,0.27586206896551724
2022-12-30,169,258,146.0,214.0,0.6550387596899225,0.6822429906542056
2022-12-31,11,19,11.0,16.0,0.5789473684210527,0.6875
2023-01-01,3,8,3.0,7.0,0.375,0.42857142857142855
2023-01-02,0,2,0.0,2.0,0.0,0.0
2023-01-03,110,643,81.0,575.0,0.17107309486780714,0.1408695652173913
2023-01-04,60,362,37.0,302.0,0.16574585635359115,0.12251655629139073
2023-01-05,52,311,36.0,270.0,0.16720257234726688,0.13333333333333333
2023-01-06,56,215,33.0,170.0,0.26046511627906976,0.19411764705882353
2023-01-08,0,1,,,0.0,
2023-01-09,41,311,30.0,253.0,0.13183279742765272,0.11857707509881422
2023-01-10,53,276,37.0,224.0,0.19202898550724637,0.16517857142857142
2023-01-11,78,326,47.0,252.0,0.2392638036809816,0.1865079365079365
2023-01-12,45,221,21.0,165.0,0.20361990950226244,0.12727272727272726
2023-01-13,46,225,35.0,186.0,0.20444444444444446,0.1881720430107527
2023-01-14,0,6,0.0,6.0,0.0,0.0
2023-01-15,2,3,2.0,3.0,0.6666666666666666,0.6666666666666666
2023-01-16,1,1,1.0,1.0,1.0,1.0
2023-01-17,80,521,45.0,453.0,0.15355086372360843,0.09933774834437085
2023-01-18,75,412,56.0,355.0,0.1820388349514563,0.15774647887323945
2023-01-19,41,198,23.0,151.0,0.20707070707070707,0.152317880794702
2023-01-20,55,217,28.0,157.0,0.2534562211981567,0.17834394904458598
2023-01-21,0,1,,,0.0,
2023-01-23,58,266,34.0,201.0,0.21804511278195488,0.1691542288557214
2023-01-24,41,194,27.0,150.0,0.211340206185567,0.18
2023-01-25,76,240,53.0,187.0,0.31666666666666665,0.28342245989304815
2023-01-26,68,267,46.0,209.0,0.2546816479400749,0.22009569377990432
2023-01-27,109,387,77.0,312.0,0.28165374677002586,0.2467948717948718
2023-01-30,89,328,66.0,278.0,0.27134146341463417,0.23741007194244604
2023-01-31,102,394,74.0,335.0,0.25888324873096447,0.2208955223880597
2023-02-01,83,691,63.0,623.0,0.12011577424023155,0.10112359550561797
2023-02-02,65,726,48.0,610.0,0.08953168044077135,0.07868852459016394
2023-02-03,72,460,60.0,408.0,0.1565217391304348,0.14705882352941177
2023-02-04,0,10,0.0,10.0,0.0,0.0
2023-02-05,6,13,0.0,1.0,0.46153846153846156,0.0
2023-02-06,69,504,51.0,434.0,0.13690476190476192,0.1175115207373272
2023-02-07,57,513,45.0,459.0,0.1111111111111111,0.09803921568627451
2023-02-08,76,378,60.0,330.0,0.20105820105820105,0.18181818181818182
2023-02-09,61,428,41.0,380.0,0.1425233644859813,0.10789473684210527
2023-02-10,73,348,63.0,307.0,0.20977011494252873,0.20521172638436483
2023-02-11,0,2,0.0,1.0,0.0,0.0
2023-02-13,72,444,56.0,401.0,0.16216216216216217,0.1396508728179551
2023-02-14,92,463,72.0,419.0,0.19870410367170627,0.1718377088305489
2023-02-15,75,515,62.0,483.0,0.14563106796116504,0.12836438923395446
2023-02-16,73,631,56.0,597.0,0.11568938193343899,0.09380234505862646
2023-02-17,93,478,81.0,442.0,0.19456066945606695,0.1832579185520362
2023-02-19,1,2,1.0,2.0,0.5,0.5
2023-02-20,1,3,1.0,3.0,0.3333333333333333,0.3333333333333333
2023-02-21,112,633,94.0,588.0,0.1769352290679305,0.1598639455782313
2023-02-22,77,471,60.0,418.0,0.16348195329087048,0.14354066985645933
2023-02-23,67,424,55.0,383.0,0.1580188679245283,0.14360313315926893
2023-02-24,86,326,69.0,285.0,0.26380368098159507,0.24210526315789474
2023-02-26,1,1,1.0,1.0,1.0,1.0
2023-02-27,64,609,45.0,554.0,0.10509031198686371,0.0812274368231047
2023-02-28,76,516,60.0,469.0,0.14728682170542637,0.1279317697228145
2023-03-01,86,761,76.0,723.0,0.11300919842312747,0.10511756569847856
2023-03-02,62,661,51.0,628.0,0.09379727685325265,0.08121019108280254
2023-03-03,80,611,68.0,564.0,0.1309328968903437,0.12056737588652482
2023-03-04,1,1,1.0,1.0,1.0,1.0
2023-03-05,1,2,1.0,2.0,0.5,0.5
2023-03-06,89,642,69.0,584.0,0.13862928348909656,0.11815068493150685
2023-03-07,98,494,80.0,440.0,0.19838056680161945,0.18181818181818182
2023-03-08,136,433,101.0,338.0,0.3140877598152425,0.2988165680473373
2023-03-09,142,541,125.0,502.0,0.26247689463955637,0.24900398406374502
2023-03-10,222,478,209.0,442.0,0.46443514644351463,0.47285067873303166
2023-03-11,1,1,1.0,1.0,1.0,1.0
2023-03-12,1,1,1.0,1.0,1.0,1.0
2023-03-13,308,651,277.0,599.0,0.4731182795698925,0.46243739565943237
2023-03-14,256,611,223.0,547.0,0.41898527004909986,0.4076782449725777
2023-03-15,241,610,205.0,547.0,0.3950819672131147,0.37477148080438755
2023-03-16,173,550,145.0,504.0,0.3145454545454546,0.2876984126984127
2023-03-17,178,399,156.0,358.0,0.44611528822055135,0.43575418994413406
2023-03-18,1,1,1.0,1.0,1.0,1.0
2023-03-20,101,291,90.0,257.0,0.3470790378006873,0.35019455252918286
2023-03-21,128,350,94.0,292.0,0.3657142857142857,0.3219178082191781
2023-03-22,166,321,123.0,257.0,0.5171339563862928,0.4785992217898833
2023-03-23,109,276,65.0,216.0,0.39492753623188404,0.30092592592592593
2023-03-24,122,266,89.0,193.0,0.45864661654135336,0.46113989637305697
2023-03-27,78,278,47.0,220.0,0.2805755395683453,0.21363636363636362
2023-03-28,79,235,48.0,173.0,0.33617021276595743,0.2774566473988439
2023-03-29,80,228,55.0,182.0,0.3508771929824561,0.3021978021978022
2023-03-30,46,181,33.0,146.0,0.2541436464088398,0.22602739726027396
2023-03-31,146,319,108.0,263.0,0.45768025078369906,0.41064638783269963
2023-04-01,10,18,8.0,12.0,0.5555555555555556,0.6666666666666666
2023-04-03,71,601,49.0,557.0,0.11813643926788686,0.08797127468581688
2023-04-04,68,297,48.0,255.0,0.22895622895622897,0.18823529411764706
2023-04-05,62,238,36.0,194.0,0.2605042016806723,0.18556701030927836
2023-04-06,75,245,48.0,195.0,0.30612244897959184,0.24615384615384617
2023-04-07,2,2,2.0,2.0,1.0,1.0
2023-04-08,0,1,,,0.0,
2023-04-10,51,233,35.0,190.0,0.21888412017167383,0.18421052631578946
2023-04-11,42,180,27.0,140.0,0.23333333333333334,0.19285714285714287
2023-04-12,41,197,30.0,164.0,0.20812182741116753,0.18292682926829268
2023-04-13,40,201,29.0,164.0,0.19900497512437812,0.17682926829268292
2023-04-14,91,230,64.0,165.0,0.39565217391304347,0.3878787878787879
2023-04-17,68,297,46.0,247.0,0.22895622895622897,0.1862348178137652
2023-04-18,31,165,19.0,137.0,0.18787878787878787,0.1386861313868613
2023-04-19,36,144,20.0,116.0,0.25,0.1724137931034483
2023-04-20,50,171,34.0,140.0,0.29239766081871343,0.24285714285714285
2023-04-21,60,222,46.0,186.0,0.2702702702702703,0.24731182795698925
2023-04-22,1,1,,,1.0,
2023-04-23,1,3,0.0,2.0,0.3333333333333333,0.0
2023-04-24,53,181,38.0,147.0,0.292817679558011,0.2585034013605442
2023-04-25,89,190,72.0,166.0,0.46842105263157896,0.43373493975903615
2023-04-26,102,185,90.0,162.0,0.5513513513513514,0.5555555555555556
2023-04-27,78,196,67.0,174.0,0.3979591836734694,0.3850574712643678
2023-04-28,144,415,126.0,375.0,0.3469879518072289,0.336
2023-04-30,0,1,0.0,1.0,0.0,0.0
2023-05-01,165,487,146.0,458.0,0.33880903490759756,0.31877729257641924
2023-05-02,272,490,257.0,465.0,0.5551020408163265,0.5526881720430108
2023-05-03,282,523,263.0,472.0,0.5391969407265774,0.5572033898305084
2023-05-04,307,549,275.0,510.0,0.5591985428051002,0.5392156862745098
2023-05-05,317,548,276.0,498.0,0.5784671532846716,0.5542168674698795
2023-05-06,1,1,1.0,1.0,1.0,1.0
2023-05-07,1,1,1.0,1.0,1.0,1.0
2023-05-08,206,455,182.0,408.0,0.45274725274725275,0.44607843137254904
2023-05-09,214,419,171.0,357.0,0.5107398568019093,0.4789915966386555
2023-05-10,186,455,150.0,366.0,0.4087912087912088,0.4098360655737705
2023-05-11,252,471,229.0,406.0,0.535031847133758,0.5640394088669951
2023-05-12,259,485,224.0,411.0,0.534020618556701,0.5450121654501217
2023-05-13,0,4,0.0,4.0,0.0,0.0
2023-05-15,239,705,202.0,635.0,0.33900709219858155,0.31811023622047246
2023-05-16,219,587,188.0,531.0,0.3730834752981261,0.3540489642184557
2023-05-17,214,547,179.0,481.0,0.3912248628884826,0.37214137214137216
2023-05-18,225,518,187.0,454.0,0.4343629343629344,0.4118942731277533
2023-05-19,246,515,212.0,442.0,0.47766990291262135,0.4796380090497738
2023-05-22,158,501,127.0,441.0,0.3153692614770459,0.28798185941043086
2023-05-23,236,575,217.0,476.0,0.41043478260869565,0.45588235294117646
2023-05-24,238,431,204.0,365.0,0.5522041763341067,0.5589041095890411
2023-05-25,276,500,250.0,449.0,0.552,0.5567928730512249
2023-05-26,224,440,203.0,395.0,0.509090909090909,0.5139240506329114
2023-05-28,1,1,1.0,1.0,1.0,1.0
2023-05-29,1,1,1.0,1.0,1.0,1.0
2023-05-30,239,523,205.0,452.0,0.4569789674952199,0.45353982300884954
2023-05-31,279,498,247.0,440.0,0.5602409638554217,0.5613636363636364
2023-06-01,216,710,189.0,655.0,0.30422535211267604,0.2885496183206107
2023-06-02,197,574,169.0,518.0,0.343205574912892,0.32625482625482627
2023-06-03,0,8,0.0,8.0,0.0,0.0
2023-06-04,0,1,0.0,1.0,0.0,0.0
2023-06-05,112,451,85.0,369.0,0.24833702882483372,0.23035230352303523
2023-06-06,171,522,145.0,440.0,0.3275862068965517,0.32954545454545453
2023-06-07,128,601,99.0,516.0,0.2129783693843594,0.19186046511627908
2023-06-08,87,368,68.0,293.0,0.23641304347826086,0.23208191126279865
2023-06-09,194,467,172.0,417.0,0.41541755888650966,0.41247002398081534
2023-06-10,0,1,,,0.0,
2023-06-12,89,440,69.0,369.0,0.20227272727272727,0.18699186991869918
2023-06-13,159,539,139.0,458.0,0.2949907235621521,0.3034934497816594
2023-06-14,206,589,169.0,505.0,0.34974533106960953,0.3346534653465347
2023-06-15,166,604,134.0,530.0,0.27483443708609273,0.2528301886792453
2023-06-16,107,473,76.0,382.0,0.226215644820296,0.19895287958115182
2023-06-19,2,3,2.0,3.0,0.6666666666666666,0.6666666666666666
